AGS;GEMEINDE;STT;STADTTEIL;STADTVIERTEL;Stand_Einwohner;EINW_HW_GESAMT;EINW_HW_FRAUEN;EINW_HW_DEUTSCH;EINW_HW_NICHTDEUTSCH;EINW_HW_unter18;EINW_HW_18_bis_unter_30;EINW_HW_30_bis_unter_40;EINW_HW_40_bis_unter_50;EINW_HW_50_bis_unter_60;EINW_HW_60_und_aelter;Haushalte
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2013;3.183;1.551;2.523;660;308;1.124;406;365;351;629;2.041
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2013;1.716;908;1.551;165;250;383;182;252;238;411;963
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2013;1.953;998;1.695;258;236;652;257;231;229;348;1.142
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2013;14.843;7.597;12.197;2.646;1.958;4.710;2.005;1.817;1.658;2.695;8.749
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2013;1.927;1.082;1.697;230;250;507;223;220;230;497;1.173
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2013;1.341;771;1.266;75;188;197;136;173;176;471;745
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2013;1.245;659;1.151;94;182;195;121;180;182;385;726
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2013;1.087;642;1.033;54;126;54;66;126;91;624;597
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2013;1.338;697;1.247;91;207;275;114;193;184;365;722
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2013;6.938;3.851;6.394;544;953;1.228;660;892;863;2.342;3.963
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2013;1.149;635;1.036;113;138;311;94;150;148;308;690
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2013;1.525;818;1.229;296;366;261;167;235;204;292;699
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2013;2.079;1.026;1.666;413;202;1.084;172;132;152;337;1.167
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2013;909;474;816;93;159;188;104;111;127;220;486
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2013;5.662;2.953;4.747;915;865;1.844;537;628;631;1.157;3.042
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2013;1.662;897;1.566;96;269;256;151;236;221;529;865
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2013;1.313;696;1.191;122;192;281;120;185;175;360;733
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2013;2.266;1.190;2.046;220;285;567;207;306;321;580;1.313
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2013;5.241;2.783;4.803;438;746;1.104;478;727;717;1.469;2.911
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2013;1.015;532;941;74;127;135;98;153;126;376;576
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2013;775;406;717;58;109;115;94;113;91;253;419
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2013;1.790;938;1.658;132;236;250;192;266;217;629;995
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2013;4.034;2.139;3.329;705;591;1.108;453;535;501;846;2.331
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2013;3.023;1.542;2.731;292;338;688;326;368;411;892;1.765
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2013;2.038;1.087;1.831;207;314;377;216;248;275;608;1.098
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2013;2.591;1.353;2.082;509;331;689;320;296;331;624;1.518
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2013;11.686;6.121;9.973;1.713;1.574;2.862;1.315;1.447;1.518;2.970;6.712
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2013;2.629;1.383;2.223;406;527;467;345;408;329;553;1.295
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2013;2.089;1.062;1.844;245;473;352;256;405;241;362;968
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2013;1.843;962;1.669;174;329;346;217;323;222;406;949
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2013;6.561;3.407;5.736;825;1.329;1.165;818;1.136;792;1.321;3.212
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2013;790;369;589;201;122;183;102;135;113;135;426
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2013;131;58;95;NA;NA;36;NA;21;23;15;79
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2013;39;12;36;NA;NA;6;NA;7;7;13;31
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2013;960;439;720;240;143;225;123;163;143;163;536
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2013;736;358;706;30;156;127;80;133;115;125;327
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2013;736;358;706;30;156;127;80;133;115;125;327
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2013;1.747;910;1.611;136;268;256;169;284;222;NA;898
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2013;2.085;1.078;1.912;173;260;336;203;304;337;645;1.167
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2013;46;16;15;31;4;14;10;8;8;NA;28
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2013;3.878;2.004;3.538;340;532;606;382;596;567;1.195;2.093
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2013;1.799;929;1.700;99;284;328;149;265;304;469;895
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2013;339;163;305;34;44;66;30;47;65;87;172
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2013;2.138;1.092;2.005;133;328;394;179;312;369;556;1.067
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2013;1.318;677;1.241;77;217;177;130;167;195;432;630
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2013;1.730;900;1.637;93;276;255;174;270;257;498;862
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2013;3.048;1.577;2.878;170;493;432;304;437;452;930;1.492
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2013;1.123;606;1.003;120;156;193;126;150;176;322;642
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2013;1.123;606;1.003;120;156;193;126;150;176;322;642
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2013;82557;43120;71903;10654;11686;20055;9858;11172;10178;19608;46932
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2012;1259;613;1.000;259;124;392;257;193;104;189;887
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2012;1700;840;1.387;313;213;435;286;250;207;309;1055
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2012;2850;1511;2.540;310;433;602;431;442;331;611;1721
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2012;2131;1202;1.968;163;314;428;297;311;261;520;1257
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2012;1303;698;1.174;129;185;355;225;204;146;188;814
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2012;1234;620;1.069;165;92;405;239;161;131;206;875
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2012;1417;754;1.213;204;143;387;237;195;145;310;1007
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2012;11894;6238;10351;1543;1504;3004;1972;1756;1325;2333;7616
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2012;2805;1526;2.554;251;393;489;365;461;337;760;1682
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2012;1502;870;1.343;159;182;247;209;204;157;503;929
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2012;892;380;581;311;4;852;26;8;NA;NA;603
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2012;614;309;591;23;117;106;72;119;NA;NA;315
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2012;5813;3085;5069;744;696;1694;672;792;572;1387;3529
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2012;970;505;762;208;130;266;142;128;115;189;595
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2012;1693;851;1.232;461;308;446;235;224;171;309;848
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2012;5099;2648;4.300;799;679;1759;721;621;506;813;3086
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2012;2953;1464;2.334;619;291;974;379;349;336;624;1934
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2012;1705;913;1.560;145;248;393;174;258;222;410;962
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2012;1782;899;1.557;225;208;582;225;229;221;317;1062
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2012;14202;7280;11745;2457;1864;4420;1876;1809;1571;2662;8487
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2012;1915;1111;1.704;211;252;485;208;228;220;522;1181
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2012;1298;729;1.222;76;186;213;130;184;173;412;721
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2012;1251;663;1.153;98;174;193;106;206;173;399;764
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2012;1091;654;1.037;54;124;56;74;130;87;620;625
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2012;1337;692;1.254;83;209;266;130;210;159;363;712
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2012;6892;3849;6370;522;945;1213;648;958;812;2316;4003
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2012;1155;635;1.057;98;137;332;92;147;137;310;692
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2012;1519;815;1.221;298;355;272;173;221;196;302;704
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2012;2008;957;1.586;422;199;1008;164;154;150;333;1130
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2012;887;460;803;84;153;171;110;119;116;218;470
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2012;5569;2867;4667;902;844;1783;539;641;599;1163;2996
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2012;1660;890;1.561;99;266;260;136;252;200;546;884
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2012;1360;719;1.238;122;213;281;125;198;183;360;754
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2012;2207;1148;1.991;216;293;531;205;307;311;560;1314
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2012;5227;2757;4790;437;772;1072;466;757;694;1466;2952
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2012;996;537;938;58;120;121;100;158;119;378;595
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2012;765;399;720;45;105;110;93;116;93;248;418
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2012;1761;936;1658;103;225;231;193;274;212;626;1013
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2012;4057;2151;3.375;682;606;1109;471;558;494;819;2300
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2012;2982;1514;2.719;263;341;658;301;392;392;898;1756
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2012;2046;1092;1.847;199;320;389;191;267;255;624;1114
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2012;2578;1331;2.074;504;333;672;306;314;323;630;1518
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2012;11663;6088;10015;1648;1600;2828;1269;1531;1464;2971;6688
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2012;2599;1374;2.175;424;506;486;308;433;318;548;1269
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2012;1956;988;1.770;186;456;287;237;392;224;360;923
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2012;1802;945;1.640;162;323;330;213;316;223;397;932
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2012;6357;3307;5585;772;1285;1103;758;1141;765;1305;3124
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2012;748;354;563;185;130;164;95;130;101;128;386
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2012;121;55;93;28;16;27;18;24;20;16;73
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2012;46;16;41;5;5;7;5;5;11;13;32
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2012;915;425;697;218;151;198;118;159;132;157;491
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2012;731;353;707;24;149;135;86;133;106;122;333
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2012;731;353;707;24;149;135;86;133;106;122;333
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2012;1716;888;1.602;114;NA;246;155;287;219;NA;927
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2012;2060;1078;1.908;152;272;319;196;316;317;640;1145
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2012;34;14;14;20;NA;11;6;4;8;NA;23
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2012;3810;1980;3524;286;537;576;357;607;544;1189;2095
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2012;1787;911;1.693;94;287;318;156;279;289;458;935
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2012;334;154;304;30;54;53;31;51;65;80;167
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2012;2121;1065;1997;124;341;371;187;330;354;538;1102
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2012;1293;676;1.216;77;209;175;119;172;192;426;625
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2012;1768;915;1.680;88;294;277;166;285;257;489;866
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2012;3061;1591;2896;165;503;452;285;457;449;915;1491
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2012;1123;609;1.028;95;158;213;108;163;164;317;689
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2012;1123;609;1028;95;158;213;108;163;164;317;689
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2012;81139;42430;71099;10040;11574;19293;9534;11508;9763;19467;46609
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2011;1236;611;1.007;229;125;375;236;207;106;187;845
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2011;1706;835;1.413;293;218;434;292;253;208;301;1056
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2011;2887;1553;2.545;342;451;581;475;456;323;601;1727
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2011;2114;1170;1.951;163;306;425;289;325;241;528;1239
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2011;1300;696;1.170;130;191;345;231;222;129;182;813
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2011;1203;610;1.033;170;101;386;218;163;128;207;841
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2011;1420;746;1.187;233;140;379;252;200;145;304;991
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2011;11866;6221;10306;1560;1532;2925;1993;1826;1280;2310;7512
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2011;2816;1535;2.560;256;397;492;369;463;330;765;1669
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2011;1515;873;1.367;148;197;242;195;208;162;511;919
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2011;885;367;571;314;5;840;31;7;NA;NA;574
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2011;592;300;575;17;112;101;75;115;NA;NA;303
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2011;5808;3075;5073;735;711;1675;670;793;563;1396;3465
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2011;986;523;787;199;143;263;137;135;108;200;581
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2011;1534;778;1.104;430;256;414;180;216;179;289;785
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2011;4673;2433;3.928;745;570;1629;626;630;447;771;2824
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2011;2917;1437;2.296;621;293;937;358;382;330;617;1854
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2011;1695;918;1.527;168;268;366;177;267;220;397;960
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2011;1631;814;1.399;232;180;518;187;240;205;301;989
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2011;13436;6903;11041;2395;1710;4127;1665;1870;1489;2575;7993
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2011;1918;1106;1.699;219;255;476;221;246;202;518;1160
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2011;1260;718;1.189;71;177;184;136;169;175;419;713
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2011;1240;652;1.141;99;171;181;112;220;160;396;753
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2011;1090;649;1.042;48;134;59;73;127;95;602;618
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2011;1320;687;1.242;78;208;262;125;197;165;363;699
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2011;6828;3812;6313;515;945;1162;667;959;797;2298;3943
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2011;1156;641;1.057;99;141;323;90;168;132;302;685
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2011;1535;826;1.239;296;371;268;169;225;198;304;694
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2011;1972;956;1.476;496;211;952;187;153;151;318;1085
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2011;873;460;806;67;146;169;100;124;120;214;465
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2011;5536;2883;4578;958;869;1712;546;670;601;1138;2929
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2011;1659;886;1.574;85;273;248;136;266;187;549;876
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2011;1348;722;1.219;129;206;275;117;209;182;359;736
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2011;2267;1186;2.070;197;311;575;195;338;298;550;1338
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2011;5274;2794;4863;411;790;1098;448;813;667;1458;2950
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2011;985;522;928;57;117;117;99;158;122;372;582
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2011;725;379;678;47;93;100;81;114;92;245;404
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2011;1710;901;1606;104;210;217;180;272;214;617;986
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2011;4027;2118;3.406;621;615;1068;448;606;473;817;2247
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2011;3028;1548;2.752;276;342;664;314;412;394;902;1763
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2011;2060;1078;1.863;197;317;384;195;289;243;632;1083
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2011;2565;1312;2.069;496;338;648;312;315;337;615;1487
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2011;11680;6056;10090;1590;1612;2764;1269;1622;1447;2966;6580
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2011;2564;1350;2.146;418;505;470;306;422;321;540;1243
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2011;1862;938;1.685;177;433;272;229;366;208;354;871
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2011;1806;943;1.667;139;346;304;206;346;203;401;912
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2011;6232;3231;5498;734;1284;1046;741;1134;732;1295;3026
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2011;770;352;574;196;123;158;108;154;100;127;403
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2011;121;54;95;26;NA;23;20;29;16;15;71
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2011;42;17;37;5;NA;5;4;7;11;13;32
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2011;933;423;706;227;143;186;132;190;127;155;506
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2011;699;336;676;23;144;136;78;133;94;114;319
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2011;699;336;676;23;144;136;78;133;94;114;319
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2011;1739;904;1.629;110;273;241;176;302;194;NA;923
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2011;2034;1076;1.908;126;279;321;183;329;292;630;1127
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2011;37;16;16;21;4;12;6;7;7;NA;27
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2011;3810;1996;3553;257;556;574;365;638;493;1184;2077
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2011;1773;905;1.694;79;287;311;157;311;270;437;915
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2011;330;159;316;14;54;55;29;51;59;82;158
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2011;2103;1064;2010;93;341;366;186;362;329;519;1073
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2011;1300;665;1.224;76;217;165;117;189;191;421;629
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2011;1755;911;1.666;89;299;244;180;283;259;490;839
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2011;3055;1576;2890;165;516;409;297;472;450;911;1468
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2011;1130;609;1.026;104;157;209;120;170;160;314;684
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2011;1130;609;1026;104;157;209;120;170;160;314;684
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2011;80100;41880;70229;9871;11520;18606;9357;11924;9443;19250;45511
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2010;1250;612;1.012;238;137;377;237;208;98;193;842
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2010;1654;820;1.371;283;204;426;281;251;204;288;1001
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2010;2877;1547;2.549;328;458;571;446;470;330;602;1680
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2010;2109;1157;1.936;173;302;455;283;318;229;522;1222
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2010;1309;698;1.198;111;200;352;215;240;122;180;796
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2010;1198;613;1.041;157;101;399;192;183;120;203;807
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2010;1365;723;1.184;181;131;360;237;207;146;284;919
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2010;11762;6170;10291;1471;1533;2940;1891;1877;1249;2272;7267
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2010;2839;1530;2.578;261;400;498;372;492;307;770;1650
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2010;1533;875;1.379;154;204;244;205;212;157;511;911
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2010;1059;405;726;333;4;1013;34;6;NA;0;678
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2010;586;295;565;21;110;99;78;115;NA;118;305
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2010;6017;3105;5248;769;718;1854;689;825;532;1399;3544
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2010;1009;544;798;211;159;262;135;137;113;203;568
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2010;1519;749;1.068;451;262;401;168;232;170;286;756
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2010;4481;2317;3.756;725;557;1557;601;605;405;756;2648
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2010;2903;1453;2.313;590;291;928;355;393;326;610;1831
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2010;1654;896;1.502;152;259;350;163;266;209;407;901
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2010;1642;830;1.409;233;187;494;212;247;208;294;973
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2010;13208;6789;10846;2362;1715;3992;1634;1880;1431;2556;7677
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2010;1903;1103;1.688;215;263;456;213;246;212;513;1104
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2010;1257;715;1.179;78;171;191;136;183;160;416;693
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2010;1251;658;1.156;95;175;177;130;211;166;392;725
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2010;1012;617;972;40;112;57;62;116;76;589;564
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2010;1320;679;1.232;88;213;246;127;206;156;372;682
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2010;6743;3772;6227;516;934;1127;668;962;770;2282;3768
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2010;1133;619;1.047;86;145;298;96;168;121;305;645
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2010;1546;826;1.243;303;384;272;168;231;186;305;683
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2010;1672;872;1.221;451;206;683;163;153;157;310;893
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2010;871;459;806;65;153;169;94;133;110;212;463
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2010;5222;2776;4317;905;888;1422;521;685;574;1132;2684
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2010;1656;887;1.573;83;268;247;133;278;177;553;862
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2010;1383;744;1.238;145;227;272;128;220;173;363;719
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2010;2229;1178;2.060;169;313;551;203;333;286;543;1258
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2010;5268;2809;4871;397;808;1070;464;831;636;1459;2839
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2010;1012;529;951;61;122;121;108;158;121;382;573
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2010;735;381;679;56;102;106;79;103;95;250;394
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2010;1747;910;1630;117;224;227;187;261;216;632;967
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2010;4024;2112;3.425;599;634;1050;458;641;443;798;2196
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2010;2984;1536;2.718;266;335;655;304;415;386;889;1684
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2010;2038;1082;1.843;195;307;371;191;300;232;637;1059
